,keyword,count
0,브레이브걸스,134
1,롤린,71
2,퀴즈,64
3,미국,42
4,아빠,39
5,미나리,39
6,꼬꼬,38
7,사랑,37
8,먹방,34
9,요리,34
10,역주행,33
12,추천,31
11,펜트하우스,31
13,임영웅,28
14,뉴스,25
15,이유,24
16,다시,24
17,별빛,23
18,슈퍼주니어,22
19,홍진경,22
20,브이,22
21,코카콜라,22
22,에일리,22
23,수비드,22
25,만들기,21
24,쁘걸,21
27,블럭,20
28,그램,20
26,아이돌,20
29,로제,19
30,교육,19
31,스타,19
32,커플,19
33,대통령,19
36,라이브,18
38,유정,18
37,펩시,18
35,공개,18
34,사이렌,18
39,댄스,17
40,엄마,17
41,친구,17
42,인터뷰,17
43,열차,17
44,사람,17
45,병맛,17
46,손흥민,17
47,택배,17
48,유나,17
49,스튜디오,17
