,keyword,count
0,영상,375
1,브레이브걸스,218
2,구독,211
3,롤린,168
4,보기,128
5,문의,116
6,채널,111
7,오늘,106
8,요리,103
9,수비드,96
10,사용,91
12,이유,90
11,방송,90
13,인스타그램,89
14,브금,86
15,몰카,80
16,지금,79
17,유튜브,75
18,인스타,74
19,사랑,69
20,공개,69
21,퀴즈,66
22,시즌,64
23,촬영,62
25,한국,61
24,사람,61
26,앵콜,60
27,우리,59
28,이야기,58
29,여러분,57
30,펜트하우스,56
31,병맛,56
32,스튜디오,56
33,대통령,56
34,만들기,54
35,생각,54
36,이번,54
37,정보,53
38,음식,52
39,댓글,52
40,블럭,50
41,공식,50
42,업로드,50
43,시간,50
44,모든,49
45,설정,49
46,선물,48
47,슈퍼주니어,48
48,시청,48
49,협찬,48
