,word,freq
0,친구,130
1,손정민,85
2,한강,78
3,삼성,65
4,실종,55
5,경찰,51
6,공원,48
7,붕어빵,44
8,손씨,43
9,가지,40
10,확인,39
11,오이,38
12,목격자,37
13,스푼,36
14,홈페이지,35
15,연합,33
16,경제,33
17,맛집,32
18,제보,31
19,임영웅,30
20,갤럭시,30
21,가족,30
22,상황,30
23,당일,29
24,새벽,29
25,피자,28
26,모습,27
28,링크,27
27,프로,27
29,내용,26
30,연결,26
31,마이걸,25
32,확보,25
33,숟갈,25
36,출장,24
37,십오야,24
38,아버지,24
35,의대,24
34,스타일,24
39,서울,23
40,오전,23
41,퀴즈,22
42,와플,22
43,계정,22
44,리스트,21
45,오이지,21
46,신청,21
47,발견,21
48,사고,21
49,바로,21
