,keyword,count
0,브레이브걸스,326
1,롤린,248
2,수비드,132
3,병맛,130
4,퀴즈,114
5,수출,112
6,재료,108
7,대통령,107
8,캠핑,106
9,펜트하우스,104
10,스튜디오,104
12,배달,92
11,아빠,92
13,음식,88
14,모두,82
15,더빙,82
16,저작권,82
17,블럭,81
18,다이어트,81
19,부대찌개,80
20,시청,80
21,시작,78
22,설정,78
23,목적,77
25,잇힝,76
24,아이즈,76
26,선물,72
27,운동,72
28,조개,72
29,아이돌,72
30,출산,72
31,미얀마,72
32,진행,72
33,해당,72
34,진짜,71
35,준비,70
36,저녁,69
37,남자,68
38,알림,66
39,천재,65
40,때문,65
41,샾잉,64
42,당신,64
43,쓰레기,64
44,어스,64
45,트립,64
46,마리,64
47,친구,64
48,슈퍼주니어,64
49,출장,64
