,keyword,count
0,브레이브걸스,144
1,롤린,91
2,퀴즈,50
3,수비드,49
4,블럭,38
5,역주행,36
6,가수,36
7,아빠,36
8,슈퍼주니어,34
9,포항,32
10,방주연,32
11,제보,29
14,대통령,28
12,남편,28
13,치킨,28
15,오븐,26
16,보고,24
17,때문,23
18,시청,22
19,질문,22
20,미얀마,21
21,제시,21
22,가방,21
23,임영웅,21
24,저녁,21
27,스토리,20
25,이나래,20
26,이제,20
29,디글,19
30,강아지,19
31,별빛,19
32,당신,19
28,출연,19
36,미국,18
37,유정,18
38,뉴스,18
35,캠핑,18
34,군부,18
33,인기,18
39,슈퍼맨,17
40,충격,17
41,하루,17
42,화병,16
43,특종,16
44,리액션,16
45,펜트하우스,16
46,인기가요,16
47,소리,16
48,자주색,16
49,보관,16
