,keyword,count
0,브레이브걸스,281
1,롤린,215
2,미나리,117
3,꼬꼬,114
4,사랑,107
5,요리,104
6,이나래,102
7,펜트하우스,96
8,퀴즈,96
9,아빠,95
10,송중기,92
11,먹방,87
12,스튜디오,81
13,몰카,75
14,역주행,73
15,이유,72
16,박나래,69
17,홍진경,66
18,수비드,66
19,아이돌,65
20,별빛,65
21,드라마,63
24,다시,60
25,그램,60
23,임영웅,60
22,만들기,60
26,뉴스,59
27,슈퍼주니어,55
28,병맛,55
29,교육,55
30,로제,54
31,택배,54
32,라이브,53
33,운동,53
34,손흥민,51
35,와플,51
37,사용,50
36,국장,50
38,대통령,49
39,댄스,48
40,꼬리,48
41,더빙,48
42,음악,48
43,모음,46
44,코빅,46
45,유정,46
46,철원,45
47,앵콜,45
48,시청,45
49,음식,44
