,keyword,count
0,박수홍,389
1,아이유,277
2,다홍,176
3,친형,173
4,아이야,171
5,롤린,168
6,브레이브걸스,167
7,상황,144
8,연합,144
9,출산,135
10,대통령,130
11,가족,128
12,라일락,125
13,원더,120
14,케이,120
15,스푼,118
16,그룹,117
17,보고,117
18,브이,113
19,경제,109
20,뿌리,108
21,김연경,107
22,기자,106
23,로그,103
25,주가,102
24,흥국생명,102
26,계량,100
27,고왕,97
28,경기,96
29,횡령,96
30,출연료,96
31,제보,96
32,소속사,96
33,치킨,95
34,마사,95
35,미얀마,95
36,사실,94
37,요청,93
38,조선,92
39,시리즈,92
40,시작,91
41,친구,90
42,뷰티,87
43,병맛,87
44,라면,86
45,비밀,85
46,정수기,85
47,대해,85
48,하나,83
49,부담,83
