,keyword,count
0,브레이브걸스,397
1,롤린,257
2,수비드,139
3,퀴즈,110
4,미얀마,107
5,슈퍼주니어,107
6,아빠,100
7,포항,88
8,역주행,85
9,가수,85
10,보고,85
11,대통령,85
13,제보,83
12,블럭,83
14,치킨,81
15,친구,77
16,방주연,76
17,뉴스,73
18,오븐,72
19,군부,66
20,남편,66
21,아이,66
22,쁘걸,59
23,선물,59
24,질문,59
25,출연,58
26,미국,57
28,고기,56
27,충격,56
29,디글,55
30,로제,55
31,펜트하우스,54
32,과장,54
33,저희,54
34,하나,54
37,스토리,52
39,서비스,52
38,인기가요,52
36,가방,52
35,강아지,52
40,인기,51
41,임영웅,51
42,출장,50
43,직접,50
44,더빙,49
45,인절미,49
46,소금,49
47,십오야,48
48,병맛,48
49,수요일,47
