,keyword,count
0,브레이브걸스,92
1,롤린,61
2,그램,29
3,수비드,28
4,역주행,23
5,아빠,23
6,대통령,21
7,요리,20
8,이유,17
9,사랑,17
10,미국,17
11,사람,16
15,시청,15
16,소리,15
12,미얀마,15
14,보고,15
13,임영웅,15
17,퀴즈,14
18,출연,14
19,유정,14
20,제보,14
21,질문,14
22,오븐,14
27,사용,13
26,제작,13
25,생각,13
24,특사,13
23,캠핑,13
28,군부,12
29,가수,12
30,다시,12
31,우리,12
32,때문,12
33,제품,12
34,나이프,12
42,이제,11
48,유엔,11
47,여러분,11
46,정보,11
45,자주,11
44,명수,11
43,연구소,11
38,충격,11
41,별빛,11
40,치킨,11
39,음악,11
37,슈퍼주니어,11
36,블럭,11
35,모음,11
49,쁘걸,10
