,keyword,count
0,브레이브걸스,218
1,롤린,168
2,수비드,96
3,퀴즈,66
4,펜트하우스,56
5,병맛,56
6,대통령,56
7,블럭,50
8,선물,48
9,슈퍼주니어,48
10,오븐,48
11,뉴스,46
15,인기가요,44
16,치킨,44
14,아이즈,44
13,배달,44
12,아빠,44
17,시작,41
18,더빙,40
19,캠핑,40
20,다이어트,40
21,운동,40
22,아이돌,40
23,고기,40
24,서비스,38
29,저작권,36
32,투자,36
31,확인,36
30,해당,36
25,역주행,36
28,준비,36
26,잇힝,36
27,조개,36
33,이나래,35
34,저녁,35
38,진행,34
41,하나,34
39,감사,34
40,저희,34
37,미얀마,34
36,방탄소년단,34
35,쁘걸,34
42,친구,33
43,서울,33
44,강아지,33
45,모습,33
46,무대,32
47,트립,32
48,직접,32
49,아이,32
