,keyword,count
0,대통령,71
1,경제,64
2,윤여정,47
3,포함,46
4,마피아,40
5,바이러스,36
6,스페셜,32
7,기자,32
8,프로,32
9,감독,31
10,코로나,31
13,유료,30
12,단백질,30
11,부대,30
14,오후,29
15,하와,28
16,명수,28
17,내용,26
18,컨텐츠,26
19,한강,25
20,친구,25
21,아카데미,25
22,강연,25
27,관련,24
26,배우,24
25,십오야,24
24,출장,24
23,상황,24
28,실종,23
29,세계,23
30,금요일,23
31,미국,22
32,공부,21
33,현장,21
34,최고,21
35,수비드,21
37,와우,20
38,보고,20
36,도움,20
39,전쟁,19
40,워크맨,19
41,도전,19
42,최강,19
43,여우,19
44,저녁,19
45,주의,18
46,강철,18
47,수비,18
48,브레이브걸스,18
49,주식,18
