,keyword,count
0,브레이브걸스,18
1,롤린,15
2,이유,8
3,쁘걸,7
4,임영웅,7
5,미국,7
6,퀴즈,6
10,몰카,5
12,사랑,5
11,공개,5
9,무대,5
8,슈퍼주니어,5
7,엄마,5
23,충격,4
32,별빛,4
31,치킨,4
30,앵콜,4
29,로그,4
28,브이,4
27,서울,4
26,강아지,4
24,열차,4
25,실화,4
22,부모님,4
16,자기,4
21,친구,4
14,댄스,4
15,역주행,4
13,펜트하우스,4
17,블럭,4
18,기업,4
19,꼬리,4
20,사유리,4
41,슈퍼맨,3
48,인생,3
47,여기,3
46,남자친구,3
45,병맛,3
44,직접,3
43,사장,3
42,경기,3
36,최고,3
40,위문,3
39,걸스,3
38,가수,3
37,그날,3
35,생활,3
34,선공,3
33,아빠,3
49,아이즈,3
