,keyword,count
0,브레이브걸스,69
1,롤린,45
2,요리,24
3,수비드,21
4,이유,20
5,아빠,19
6,그램,19
7,사랑,18
8,대통령,18
9,사람,17
10,미국,17
13,시청,16
14,사용,16
12,공개,16
11,쁘걸,16
15,퀴즈,15
16,임영웅,15
17,역주행,14
18,슈퍼주니어,14
19,선물,14
20,펜트하우스,13
21,핫터뷰,13
22,보고,13
23,뉴스,13
29,인기가요,12
32,오븐,12
31,스튜디오,12
30,우리,12
25,출연,12
28,만들기,12
27,최초,12
26,블럭,12
24,먹방,12
44,이제,11
43,정보,11
42,때문,11
41,여러분,11
40,다음,11
39,다시,11
38,별빛,11
37,치킨,11
36,스타,11
35,사연,11
34,사이렌,11
33,친구,11
45,로제,10
46,모음,10
47,엄마,10
48,충격,10
49,생각,10
